ID,Alias,Apellidos,Nombre,Dirección,Población,Teléfono,Móvil,Observaciones,Sexo,Fecha Nacimiento,Unnamed: 12,Hijos,Desempleado,Profesión,Nivel académico,Lengua usual,Ingresos mensuales,Ahorros,Peso Kg,Altura,Cabello,Ojos,Fumador,Salud,Afición1,Afición2,Característica1,Característica2,Valora1,Valora2,Fobias,Sexualidad,Disponible,REP_MAIL,test,Email_1,Email_2,Email_3
88,Picasso,ARIZA PUIGBÓ,ORIOL,"MORAGUES , 10",Girona,938207095,,Ex-presidiario,Hombre,1967-12-05,Picasso,1.0,True,Dependiente/a,Elementales,catalán,900,76400.0,79,1.7000000000000002,Negro,Negros,False,Regular,Cine,TV,Inteligencia,Ternura,Alegría,Realismo,Los entierros,Homosexual,True,,,,,
89,poma,ALVAREZ ARMENTEROS,VIRGINIA,"PROL. PADRÓ , 1, 3R., 2A.",Barcelona,938300214,,,Mujer,1965-10-30,poma,0.0,False,Conductor/a,Bachillerato,catalán,0,,66,1.82,Negro,Marrones,False,Regular,Deporte,Música,Romanticismo,Sinceridad,Sinceridad,Inteligencia,,Heterosexual,True,,,,,
90,Psicosis,BARALDÉS TARRAGÓ,DAMIÀ,"FRANCESC DE VITÒRIA , 11, 4T 2A",Tarragona,938727244,625410101.0,,Hombre,1969-05-19,Psicosis,,True,Camarero/a,EGB,catalán,1600,103400.0,101,1.64,Castaño,Negros,False,Buena,TV,Deporte,Fortaleza,Buen Humor,Realismo,Sinceridad,,Homosexual,False,,,psicosis@intercom.es,,
91,Quince centimos,GARCIA GARCÍA,VALENTÍ,"ALBÉNIZ , 22, 2N.",Barcelona,936565874,,Mucha discreción,Hombre,1964-07-14,Quince centimos,1.0,False,Camarero/a,FP,castellano,400,,108,1.65,Otros,Azules,False,Regular,Deporte,Lectura,Sinceridad,Fortaleza,Serenidad,Sinceridad,,Homosexual,True,,,,,
92,Rebeca,AROCA GÓMEZ,AINA,"TRES ROURES , 10, 4T 2A",Tarragona,938205782,632514125.0,,Mujer,1964-01-29,Rebeca,0.0,False,,FP,catalán,500,,95,1.75,Pelirrojo,Otro,True,Buena,Deporte,Cine,Serenidad,Inteligencia,Romanticismo,Ternura,,Homosexual,True,,,rebeca@cataloniamail.com,,
93,Rebelde,ALONSO RODRIGUEZ,DAVID,"PROL. PADRÓ , 1, 2N., 1A.",Girona,938305551,,,Hombre,1958-03-23,Rebelde,2.0,False,,Licenciado/a,francés,1500,,83,1.73,Calvo,Verdes,False,Buena,Lectura,Música,Romanticismo,Realismo,Serenidad,Ternura,,Homosexual,True,,,rebelde@intercom.es,,
94,Recio,CANO GÓMEZ,GERARD,"ALBÉNIZ , 13, 2N., 1A.",Zaragoza,936577225,,,Hombre,1966-11-04,Recio,1.0,False,Asesor/a fiscal,Doctor/a,castellano,1200,,69,1.72,Otros,Verdes,True,Buena,Caminar,Deporte,Inteligencia,Fortaleza,Serenidad,Ternura,,Heterosexual,True,,,,,
95,Recital,ALCAIDE MOLINA,MARTA,"FONT DEL GAT , 1",Lleida,938773647,632544145.0,Persona Pública,Mujer,1967-07-17,Recital,,False,Camarero/a,Elementales,catalán,400,,73,1.72,Castaño,Marrones,False,Regular,Deporte,Cine,Romanticismo,Alegría,Inteligencia,Ternura,,No declarada,False,,,,,
96,Rene,AGUILERA PRAT,MIREIA,"MONTCAU , 1",Lleida,938208054,,,Mujer,1966-02-16,Rene,1.0,True,,Elementales,catalán,600,24100.0,90,1.57,Negro,Marrones,False,Buena,Deporte,Caminar,Sencillez,Fortaleza,Ternura,Ternura,,No declarada,True,,,rene@intercom.es,,
97,Repicó,ALAPONT ICART,ELOI,"MONTURIOL , 1",Lleida,938208054,658789875.0,,Hombre,1966-03-09,Repicó,1.0,True,,EGB,catalán,1300,102200.0,58,1.61,Rubio,Marrones,False,Buena,Cine,Música,Realismo,Sinceridad,Sinceridad,Sinceridad,,Homosexual,True,,,,,
98,Rica,RIVERO FLORIDO,ANNA,"VILATORRADA , 6",Valencia,930712563,654112144.0,La trae su madre,Mujer,1969-03-23,Rica,0.0,False,Comercial,Diplomado/a,castellano,700,,102,1.84,Otros,Marrones,False,Fatal,Música,TV,Sinceridad,Romanticismo,Inteligencia,Sinceridad,,Bisexual,True,,,rica@terra.es,,
99,Rockera,AVILA MASJUAN,ALBA,"JAUME GALOBART , 11",Valencia,938204078,,,Mujer,1957-09-22,Rockera,2.0,False,Camarero/a,EGB,catalán,500,,76,1.57,Otros,Negros,True,Regular,Lectura,TV,Ternura,Fortaleza,Buen Humor,Alegría,,Bisexual,True,,,rockera@terra.es,,
100,Roma,GRANADOS ANDRÉS,SANDRA,"SANT GENÍS , 25",Barcelona,936871045,,Mucha discreción,Mujer,1961-11-15,Roma,1.0,False,Camarero/a,Bachillerato,catalán,1500,,51,1.61,Calvo,Marrones,False,Regular,Caminar,Deporte,Alegría,Sinceridad,Serenidad,Sencillez,,Heterosexual,True,,,,,
101,Roman,FERRER GASSET,ERIC,"VERGE DE FÀTIMA , 2, 3R., 1A.",Valencia,938745211,,,Hombre,1960-04-15,Roman,0.0,False,Recepcionista,EGB,castellano,1400,,62,1.6800000000000002,Castaño,Negros,True,Buena,Deporte,Caminar,Alegría,Sinceridad,Alegría,Sinceridad,,Homosexual,True,,,roman@wandoo.es,,
102,Romario,AMIGO MODREGO,LLUÍS,"JAUME I , 10",Zaragoza,938300065,654401401.0,,Hombre,1965-11-18,Romario,1.0,False,Comercial,EGB,gallego,700,,98,1.75,Rubio,Azules,False,Buena,TV,Cine,Sencillez,Fortaleza,Sinceridad,Alegría,,Homosexual,False,,,,,
103,Romeo,ABDIN TATJÈ,CRISTIAN,"SANT JOAN , 0, C, 1R., B",Girona,938208674,,,Hombre,1959-12-08,Romeo,0.0,False,Asesor/a fiscal,Elementales,catalán,1100,,76,1.63,Calvo,Marrones,True,Excelente,Lectura,TV,Realismo,Fortaleza,Alegría,Romanticismo,Las mujeres,Heterosexual,True,,,romeo@intercom.es,,
104,Romesco,CANELLAS GOMEZ,GUILLEM,"JACINT VERDAGUER , 13",Zaragoza,930214054,,,Hombre,1967-03-30,Romesco,0.0,False,Administrativo/a,Elementales,catalán,400,,68,1.87,Calvo,Verdes,False,Regular,Música,TV,Inteligencia,Buen Humor,Serenidad,Realismo,,Heterosexual,True,,,,,
105,RONC,HIDALGO ALTIMIRAS,DIMAS,"SANT BENET , 28, 2N., 2A.",Barcelona,936521404,602120214.0,,Hombre,1964-07-14,RONC,0.0,True,,Bachillerato,catalán,1400,66800.0,89,1.61,Rubio,Marrones,False,Buena,Deporte,Música,Ternura,Buen Humor,Alegría,Inteligencia,,Heterosexual,True,,,ronc@cataloniamail.com,,
106,Sabrosa,BASTARDAS FRANCH,ANA INÉS,"FONERIA , 12",Zaragoza,938350593,,,Mujer,1962-01-03,Sabrosa,,False,Abogado/a,FP,catalán,1400,,96,1.82,Negro,Marrones,False,Regular,TV,Música,Alegría,Inteligencia,Alegría,Sencillez,Viajar en avión,Heterosexual,True,,,sabrosa@hotmail.com,,
107,Salsa,ABADIAS MASANA,IVET,"ALFONS XII , 9, 4T 1A",Zaragoza,939962045,622101451.0,,Mujer,1959-05-22,Salsa,,False,Camarero/a,EGB,catalán,1100,,105,1.55,Castaño,Azules,False,Buena,Lectura,,Serenidad,Inteligencia,Sinceridad,Sinceridad,Viajar en avión,Heterosexual,True,,,salsa@cataloniamail.com,,
108,sandra,AREVALO SANCHEZ,JÚLIA,"JAUME I , 10",Valencia,938755603,654874412.0,,Mujer,1968-09-17,sandra,0.0,False,Recepcionista,FP,catalán,1300,,99,1.59,Castaño,Marrones,True,Regular,Lectura,Deporte,Serenidad,Buen Humor,Sinceridad,Serenidad,,No declarada,False,,,,,
109,Sha,ALINS MULET,DANIEL,"DE LA PESCA , 1, 1R., 2A.",Barcelona,938305524,610025001.0,Mucha discreción,Hombre,1958-03-02,Sha,2.0,False,Conductor/a,Elementales,castellano,700,,86,1.6,Rubio,Verdes,False,Regular,Deporte,Caminar,Ternura,Sinceridad,Inteligencia,Romanticismo,,Heterosexual,True,,,,,
110,Sincer,GARCIA GONZÁLEZ,ABEL,"PIRINEUS , 22",Valencia,936571974,,,Hombre,1967-07-30,Sincer,0.0,True,Camarero/a,Licenciado/a,catalán,1600,8500.0,83,1.89,Pelirrojo,Azules,True,Regular,Cine,Deporte,Fortaleza,Ternura,Serenidad,Romanticismo,,Homosexual,True,,,sincer@altecom.es,,
111,Sincera,ALVAREZ PARCERISA,IRENE,"PROL. JACINT VERDAGUER , 1, 3R., 2A.",Girona,938300036,,,Mujer,1965-07-20,Sincera,1.0,True,,EGB,castellano,300,68000.0,98,1.66,Otros,Azules,False,Regular,Caminar,Lectura,Inteligencia,Sencillez,Sinceridad,Alegría,Los entierros,Bisexual,False,,,sincera@hotmail.com,,
112,suau,CASAS ANDRÉS,ADRIÀ,"JAUME GALOBART , 14",Madrid,936505455,,,Hombre,1959-09-01,suau,1.0,False,,Elementales,inglés,1300,,100,1.84,Castaño,Negros,True,Regular,TV,Lectura,Ternura,Sencillez,Serenidad,Alegría,,Homosexual,True,,,suau@hotmail.com,,
200,Superman,MORALES GESE,JAIRO,"SANT JOAN, EDIFICI D , 3R A",Barcelona,936587454,600541125.0,,Hombre,1963-05-15,,0.0,False,Funcionario/a,Bachillerato,catalán,1300,,85,1.78,Pelirrojo,Negros,False,Fatal,TV,,Ternura,Romanticismo,Inteligencia,Inteligencia,,No declarada,True,,,superman@altecom.es,,
114,Superwoman,BARALDÉS MARTORELL,CRISTINA,"VIC , 119, 3R., 2A.",Valencia,938725845,,,Mujer,1963-10-30,Superwoman,0.0,False,Conductor/a,Diplomado/a,catalán,1500,,101,1.86,Calvo,Azules,False,Excelente,TV,Cine,Alegría,Buen Humor,Buen Humor,Realismo,,Homosexual,True,,,superwoman@wandoo.es,,
999,Tablon,AROCA GÓMEZ,DAVID,"CARLES BUÏGAS , 10, 1R., 1A.",Barcelona,938205730,,Mucha discreción,Hombre,1957-10-23,tendre,,False,Recepcionista,EGB,gallego,900,,58,1.83,Otros,Negros,False,Buena,Música,Caminar,Alegría,Buen Humor,Realismo,Serenidad,,Homosexual,True,,,tablon@hotmail.com,,
116,tendre,RUEDA ALVAREZ,ADRIÀ,"JAUME BALMES , 67, 2N.",Madrid,936828258,,,Hombre,1961-12-25,,1.0,False,,Elementales,catalán,1500,,76,1.71,Pelirrojo,Verdes,False,Buena,Cine,Lectura,Sinceridad,Romanticismo,Inteligencia,Serenidad,,Homosexual,True,,,tendre@terra.es,,
117,Teta,ALVAREZ DOMENECH,LUCIA,"PROL. PADRÓ , 1, 3R., 2A.",Valencia,938300045,,,Mujer,1968-11-13,Teta,0.0,False,Administrativo/a,Elementales,catalán,400,,62,1.58,Otros,Otro,True,Regular,Deporte,Cine,Romanticismo,Buen Humor,Fortaleza,Sinceridad,,Homosexual,True,,,teta@intercom.es,,
118,Tomasa,BOIX GONZÁLEZ,CARLA,"DE LA CAÇA , 12, 2N., C",Tarragona,936521452,624487554.0,,Mujer,1963-05-29,Tomasa,0.0,False,,Licenciado/a,castellano,700,,49,1.55,Castaño,Marrones,False,Buena,TV,Música,Sinceridad,Alegría,Romanticismo,Sencillez,Los hospitales,No declarada,True,,,tomasa@hotmail.com,,
119,Tranquil,BARALDÉS MONRÓS,ADRIÀ,"VIC , 119, 2N., 1A.",Valencia,938725885,,,Hombre,1968-01-12,Tranquil,0.0,True,Funcionario/a,FP,catalán,1100,90800.0,62,1.58,Calvo,Marrones,True,Regular,Caminar,TV,Alegría,Buen Humor,Inteligencia,Alegría,Los hospitales,Bisexual,True,,,,,
120,Tremenda,AGUILERA MERINO,MARTA,"MORAGUES , 1",Valencia,938208303,621145584.0,,Mujer,1964-09-27,Tremenda,1.0,False,Comercial,Bachillerato,catalán,0,,75,1.77,Pelirrojo,Otro,False,Regular,TV,Música,Serenidad,Alegría,Sinceridad,Sencillez,,Heterosexual,True,,,tremenda@altecom.es,,
121,Tripa,BAREA D'HAENE,MARC,"TRABUCAIRES , 12",Valencia,938360213,,,Hombre,1958-05-07,Tripa,,False,Administrativo/a,EGB,castellano,1600,,74,1.58,Pelirrojo,Marrones,False,Fatal,Caminar,Cine,Sinceridad,Serenidad,Sencillez,Buen Humor,,Homosexual,True,,,tripa@intercom.es,,
122,Verruga,BARROSO D'HAENE,ALEX,"FONERIA , 12",Valencia,938320537,,,Hombre,1961-09-13,Verruga,,False,Administrativo/a,Elementales,catalán,700,,76,1.65,Calvo,Verdes,False,Buena,TV,Lectura,Alegría,Romanticismo,Sinceridad,Ternura,,Heterosexual,True,,,verruga@hotmail.com,,
